Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation 1,Violation 1 Description,Violation 2,Violation 2 Description,Violation 3,Violation 3 Description,Violation 4,Violation 4 Description,Violation 5,Violation 5 Description,Violation 6,Violation 6 Description,Violation 7,Violation 7 Description,Violation 8,Violation 8 Description,Violation 9,Violation 9 Description,Violation 10,Violation 10 Description,Violation 11,Violation 11 Description,Violation 12,Violation 12 Desription,Violation 13,Violation 13 Description,Geocoded Location
PRIMA'S PIZZA & PASTA,7454 LANCASTER PIKE,HOCKESSIN,19707,12/08/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"7454 LANCASTER PIKE
HOCKESSIN, DE 19707
(39.789323, -75.698236)"
DELTA RESTAURANT,304 W. NINTH ST.,WILMINGTON,19801,12/06/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,5-205_12 Prohibiting a Cross Connection P (a) Pf (b),Violation,2-201_11 Responsibility of Person in Charge P,Violation - Corrected on Site,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,4-302_14 Sanitizing Solution Testing Devices Pf,Violation,5-205_14 Fogging Device Reservoir/Cleaning P,Violation,4-101_11 Characteristics P,Violation,,,,,,,,,,,,,"304 W. NINTH ST.
WILMINGTON, DE 19801
(39.745632, -75.550738)"
Doubletree Hotel,4727 Concord Pike,Wilmington,19803,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4727 Concord Pike
Wilmington, DE 19803
(39.819497, -75.547713)"
HOT SPOT,"3209 MILLER RD., UNIT J-K",WILMINGTON,19802,12/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3209 MILLER RD., UNIT J-K
WILMINGTON, DE 19802
(39.766849, -75.536007)"
TYLER FITZGERALD'S,5343 LIMESTONE ROAD,WILMINGTON,19808,12/01/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,7-203_11 Poisonous/Toxic Material Containers P,Violation - Corrected on Site,"7-201_11 Storage, Separation P",Violation,,,,,,,,,,,,,,,,,,,,,"5343 LIMESTONE ROAD
WILMINGTON, DE 19808
(39.746084, -75.699538)"
EMMANUEL DINING ROOM,226 N WALNUT ST,WILMINGTON,19801,12/14/2016,Routine,7-203_11 Poisonous/Toxic Material Containers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"226 N WALNUT ST
WILMINGTON, DE 19801
(39.73861, -75.549086)"
DELAWARE PARK PARK PIZZA,777 Delaware Park Blvd.,WILMINGTON,19804,12/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"777 Delaware Park Blvd.
WILMINGTON, DE 19804
(39.705365, -75.669192)"
Tropicalia Restaurant,1701 W 4th St.,Wilmington,19805,12/20/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation,5-205_14 Fogging Device Reservoir/Cleaning P,Violation,,,,,,,,,,,,,,,,,,,,,,,"1701 W 4th St.
Wilmington, DE 19805
(39.747859, -75.569542)"
Mava,2901 Green St.,Claymont,19703,12/14/2016,Pre-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,"2901 Green St.
Claymont, DE 19703
(39.799284, -75.468058)"
Sakura Japanese Restaurant,1203 Kirkwood Hwy,Wilmington,19805,12/19/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1203 Kirkwood Hwy
Wilmington, DE 19805
(39.739354, -75.600834)"
SUNDAY BREAKFAST MISSION,100 BLOCK N POPLAR ST,WILMINGTON,19801,12/14/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"100 BLOCK N POPLAR ST
WILMINGTON, DE 19801
(39.73678, -75.54866)"
"Taffy Food Market, LLC",701 E 4th ST.,Wilmington,19801,12/30/2016,Complaint,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"701 E 4th ST.
Wilmington, DE 19801
(39.737312, -75.543698)"
"Penn Cinema Management Co., LLC",401 S Madison Street,Wilmington,19801,12/20/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"401 S Madison Street
Wilmington, DE 19801
(39.735818, -75.561763)"
WENDY'S,2423 PULASKI HWY.,NEWARK,19702,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"2423 PULASKI HWY.
NEWARK, DE 19702
(39.605128, -75.746169)"
TYLER FITZGERALD'S,5343 LIMESTONE ROAD,WILMINGTON,19808,12/15/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"5343 LIMESTONE ROAD
WILMINGTON, DE 19808
(39.746084, -75.699538)"
INDIA GRILL,3456 NAAMAN'S ROAD,WILMINGTON,19810,12/06/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,"3-304.15 Gloves, Use Limitation P",Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation,3-301_12 Contamination When Tasting P,Violation,,,,,,,,,,,,,,,"3456 NAAMAN'S ROAD
WILMINGTON, DE 19810
(39.82875, -75.543078)"
Red Bowl Restaurant,153 E Main St.,Newark,19711,12/23/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"153 E Main St.
Newark, DE 19711
(39.683553, -75.746556)"
"M & A Treats, Inc",701 N Broad St Farmers Market,Middletown,19709,12/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"701 N Broad St Farmers Market
Middletown, DE 19709
(39.457683, -75.71928)"
Vince's Sports Center,14 Gender Rd.,Newark,19713,12/30/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 Gender Rd.
Newark, DE 19713
(39.664322, -75.719275)"
ST PETER'S CATHEDRAL SCHOOL,310 W. 6th St,WILMINGTON,19801,12/09/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"310 W. 6th St
WILMINGTON, DE 19801
(39.743147, -75.553313)"
WENDY'S,140 N. DUPONT HWY.,NEW CASTLE,19720,12/17/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"140 N. DUPONT HWY.
NEW CASTLE, DE 19720
(39.67174, -75.598211)"
Christiana Café,1000 Samoset Dr.,Newark,19713,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Samoset Dr.
Newark, DE 19713
(39.684002, -75.674924)"
Vincenza & Margherita Bistro,1717 Marsh Rd.,Wilmington,19810,12/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1717 Marsh Rd.
Wilmington, DE 19810
(39.801209, -75.505161)"
BLUE CRAB GRILL,322 SUBURBAN DR,NEWARK,19711,12/20/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,"5-201_11 Materials, Approved P",Violation,,,,,,,,,,,,,,,,,,,"322 SUBURBAN DR
NEWARK, DE 19711
(39.668494, -75.777932)"
BRUSTER'S REAL ICE CREAM,1620 KIRKWOOD HIGHWAY,NEWARK,19711,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1620 KIRKWOOD HIGHWAY
NEWARK, DE 19711
(39.700107, -75.702257)"
NINO'S PIZZA,4553 KIRKWOOD HWY.,WILMINGTON,19808,12/12/2016,Routine,8-103_11 Documentation and Justification Pf,Violation - Corrected on Site,5-304_11 Flushing and Disinfecting System P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,,,,,,,,,,,,,,,,,,,,,"4553 KIRKWOOD HWY.
WILMINGTON, DE 19808
(39.724481, -75.657064)"
ESTEVEZ GROCERY,1023 W. 5TH STREET,WILMINGTON,19805,12/06/2016,Followup,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1023 W. 5TH STREET
WILMINGTON, DE 19805
(39.74541, -75.561209)"
Frank's Deli,1517 W 4th ST,Wilmington,19805,12/23/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,7-203_11 Poisonous/Toxic Material Containers P,Violation - Corrected on Site,2-201_11 Responsibility of Person in Charge P,Violation,,,,,,,,,,,,,,,,,,,"1517 W 4th ST
Wilmington, DE 19805
(39.746957, -75.567339)"
El Tapatio Mexican Restaurant,1700 Philadelphia Pike,Wilmington,19809,12/12/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1700 Philadelphia Pike
Wilmington, DE 19809
(39.786239, -75.476575)"
NINO'S PIZZA,2070 NAAMAN'S ROAD,WILMINGTON,19810,12/22/2016,Routine,5-203_11 Handwashing Facilities Pf (a),Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,5-304_11 Flushing and Disinfecting System P,Violation,"6-301_11 Hand Cleanser, Available PF",Violation,,,,,,,,,,,,,,,,,"2070 NAAMAN'S ROAD
WILMINGTON, DE 19810
(39.824551, -75.499362)"
INDIA PALACE,101 N MARYLAND AVE,WILMINGTON,19804,12/16/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"101 N MARYLAND AVE
WILMINGTON, DE 19804
(39.729323, -75.58483)"
Extreme Pizza,201 N Market ST,Wilmington,19801,12/13/2016,Followup,7-204_12 Washing Fruits and Vegetables P (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"201 N Market ST
Wilmington, DE 19801
(39.738794, -75.552398)"
Papa John's #1320,3403 Lancaster Pike,Wilmington,19805,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3403 Lancaster Pike
Wilmington, DE 19805
(39.754266, -75.593024)"
Pho Cali,4373 Kirkwood Hwy,Wilmington,19808,12/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4373 Kirkwood Hwy
Wilmington, DE 19808
(39.726154, -75.653796)"
Chris's  Mini Donuts,110 N DuPont Hwy,New Castle,19720,12/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"110 N DuPont Hwy
New Castle, DE 19720
(39.667381, -75.602227)"
BRANDYWINE REGAL CINEMA,3300 BRANDYWINE PARKWAY,WILMINGTON,19803,12/16/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300 BRANDYWINE PARKWAY
WILMINGTON, DE 19803
(39.832554, -75.533289)"
HOLLYWOOD GRILL,1811 CONCORD PIKE,WILMINGTON,19803,12/19/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"1811 CONCORD PIKE
WILMINGTON, DE 19803
(39.786801, -75.546029)"
Grub Burger Bar,4737 Concord Pike,Wilmington,19803,12/07/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"4737 Concord Pike
Wilmington, DE 19803
(39.824023, -75.545705)"
Sodexho @ Wilmington Trust Center,1100 N Market St,Wilmington,19890,12/02/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,3-801_11 Special Requirements P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1100 N Market St
Wilmington, DE 19890
(39.747019, -75.546788)"
"Family Deli & Grocery, Inc",700 N Washington St,Wilmington,19801,12/30/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"700 N Washington St
Wilmington, DE 19801
(39.744384, -75.553689)"
Trolley Square Oyster House,1707 Delaware Ave.,Wilmington,19806,12/23/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,7-204_13 Boiler Water Additives P,Violation,,,,,,,,,,,,,,,,,,,,,,,"1707 Delaware Ave.
Wilmington, DE 19806
(39.758256, -75.562791)"
PIZZA PASTA,1505 N. DUPONT HIGHWAY,NEW CASTLE,19720,12/09/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1505 N. DUPONT HIGHWAY
NEW CASTLE, DE 19720
(39.691, -75.580982)"
CHICK-FIL-A RESTAURANT,19531 COASTAL HWY,REHOBOTH BEACH,19971,12/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"19531 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.720058, -75.117533)"
QUALITY INN & SUITES,20530 DUPONT BLVD,GEORGETOWN,19947,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"20530 DUPONT BLVD
GEORGETOWN, DE 19947
(38.700106, -75.401435)"
JUMBO CHINA,22976 SUSSEX HWY,SEAFORD,19973,12/19/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"22976 SUSSEX HWY
SEAFORD, DE 19973
(38.657678, -75.59445)"
FRANKIE & LOUIE'S ITALIAN STORE,58 BALTIMORE AVE,REHOBOTH,19971,12/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"58 BALTIMORE AVE
REHOBOTH, DE 19971
(38.71727, -75.079068)"
CALY PROFESSIONAL SERVICES ORG.,608 WAGAMON ST,GEORGETOWN,19947,12/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"608 WAGAMON ST
GEORGETOWN, DE 19947
(38.683483, -75.383764)"
Georgetown Pizza Palace,3 Georgetown Plaza,GEORGETOWN,19947,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 Georgetown Plaza
GEORGETOWN, DE 19947
(38.679134, -75.395118)"
ROMANO'S PIZZA AND RESTAURANT,768 WALKER ROAD,DOVER,19904,12/07/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,"4-501_111 Warewashing, San_ Water Temp P",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"768 WALKER ROAD
DOVER, DE 19904
(39.17058, -75.541282)"
SKATEWORLD INC,28393 Seaford Rd.,SEAFORD,19973,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"28393 Seaford Rd.
SEAFORD, DE 19973
(38.586857, -75.584695)"
THE PIG AND FISH RESTAURANT,236 REHOBOTH AVE,REHOBOTH BEACH,19971,12/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"236 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715708, -75.084114)"
JIMMY'S GRILL REHOBOTH,19724 SEA AIR AVE,REHOBOTH BEACH,19971,12/07/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"19724 SEA AIR AVE
REHOBOTH BEACH, DE 19971
(38.716979, -75.1137)"
COBBLESTONE CAFE,408 S. STATE ST.,DOVER,19904,12/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"408 S. STATE ST.
DOVER, DE 19904
(39.155726, -75.523548)"
NANTUCKET'S,601 COASTAL HWY,FENWICK ISLAND,19944,12/09/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"601 COASTAL HWY
FENWICK ISLAND, DE 19944
(38.456183, -75.052037)"
ABBOTT'S GRILL,249 NE FRONT STREET,MILFORD,19963,12/13/2016,Routine,"4-603_17 Returnables, Cleaning for Refilling P (a)",Violation,,,,,,,,,,,,,,,,,,,,,,,,,"249 NE FRONT STREET
MILFORD, DE 19963
(38.914907, -75.424851)"
FOOD LION #1419,250 GATEWAY SOUTH BLVD,DOVER,19901,12/06/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"250 GATEWAY SOUTH BLVD
DOVER, DE 19901
(39.12351, -75.498151)"
THE PANTRY AT NAGE,19724 COASTAL HWY,REHOBOTH BEACH,19971,12/01/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"19724 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.717109, -75.111986)"
DOMINO'S PIZZA,1000 MIDWAY DRIVE STE 1,HARRINGTON,19952,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 MIDWAY DRIVE STE 1
HARRINGTON, DE 19952
(38.925191, -75.565231)"
PARK PLACE REST,5 N WASHINGTON ST,MILFORD,19963,12/13/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"5 N WASHINGTON ST
MILFORD, DE 19963
(38.9136, -75.427193)"
SEAFORD POPEYES,1700 MIDDLEFORD RD,SEAFORD,19973,12/21/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1700 MIDDLEFORD RD
SEAFORD, DE 19973
(38.647812, -75.594685)"
Hyatt Place Dewey Beach,1301 Coastal Highway,Dewey Beach,19971,12/07/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1301 Coastal Highway
Dewey Beach, DE 19971
(38.688962, -75.074424)"
THE GREEN STINGER,492 WALNUT SHADE ROAD,DOVER,19901,12/16/2016,Routine,3-202_110 Juice Treated P,Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,3-502_11 Variance Requirement Pf,Violation,,,,,,,,,,,,,,,,,,,,,"492 WALNUT SHADE ROAD
DOVER, DE 19901
(39.071156, -75.552509)"
BOB EVANS#280,1650 N DUPONT HWY,DOVER,19901,12/13/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,3-306_11 Food Display P,Violation,2-301_12 Cleaning Procedure P,Violation,,,,,,,,,,,,,,,,,,,,,"1650 N DUPONT HWY
DOVER, DE 19901
(39.197428, -75.55231)"
GOODFELLAS,122 MUBERRY ST,MILTON,19968,12/12/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"122 MUBERRY ST
MILTON, DE 19968
(38.775475, -75.31209)"
MILLSBORO LIONS MOBILE UNIT,28777 Kerlyn Dr.,MILLSBORO,19966,12/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"28777 Kerlyn Dr.
MILLSBORO, DE 19966
(38.592589, -75.310442)"
DOVER DOWNS DOC MAGROGAN'S OYSTER HOUSE,1131 N. DUPONT HWY.,DOVER,19901,12/15/2016,Followup,3-501_19 Time as a Public Health Control P Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N. DUPONT HWY.
DOVER, DE 19901
(39.186702, -75.536934)"
STARGATE DINER,23415 SUSSEX HWY,SEAFORD,19973,12/19/2016,Routine,3-502_11 Variance Requirement Pf,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,"3-501_17 Ready-to-Eat Food, Dating Pf",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"23415 SUSSEX HWY
SEAFORD, DE 19973
(38.656639, -75.59431)"
GREAT WALL CHINESE RESTAURANT,1017 West Stein Hwy,SEAFORD,19973,12/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017 West Stein Hwy
SEAFORD, DE 19973
(38.645022, -75.631917)"
Domino's Pizza Centre at Dover,261 N. DuPont Hwy,Dover,19901,12/16/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"261 N. DuPont Hwy
Dover, DE 19901
(39.169976, -75.517897)"
PANDA EXPRESS,1225 N DUPONT HWY,DOVER,19901,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1225 N DUPONT HWY
DOVER, DE 19901
(39.188907, -75.540001)"
CHINA CHEF,36666 BLUE WATER RUN UNIT 9,SELBYVILLE,19975,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"36666 BLUE WATER RUN UNIT 9
SELBYVILLE, DE 19975
(38.471428, -75.112114)"
SHUCKERS PIER 13,889 N. DUPONT HWY.,DOVER,19901,12/02/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"889 N. DUPONT HWY.
DOVER, DE 19901
(39.182956, -75.531726)"
GREAT WALL KITCHEN,435 S NEW ST,DOVER,19904,12/20/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"435 S NEW ST
DOVER, DE 19904
(39.153995, -75.526902)"
ZEN SAIGON,776 GARFIELD PARKWAY,BETHANY BEACH,19930,12/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"776 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540359, -75.071033)"
ARBYS,1200 FORREST AVE.,DOVER,19901,12/23/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 FORREST AVE.
DOVER, DE 19901
(39.158862, -75.550631)"
CASA CILANTRO,122 A REHOBOTH AVE,REHOBOTH BEACH,19971,12/09/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,3-502_11 Variance Requirement Pf,,,,,,,,,,,,,,,,,,,,,,"122 A REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716154, -75.079787)"
CHEER @ GREENWOOD,41 SCHULZE RD,GREENWOOD,19950,12/01/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"41 SCHULZE RD
GREENWOOD, DE 19950
(38.801705, -75.584463)"
LITTLE MEXICO CHICITO,206 RACE ST,GEORGETOWN,19947,12/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"206 RACE ST
GEORGETOWN, DE 19947
(38.693059, -75.387572)"
Uncle Willies Blades,50 S Mkt St,BLADES,19973,12/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 S Mkt St
BLADES, DE 19973
(38.929358, -75.580815)"
HOLY CROSS GYM,631 S STATE ST,DOVER,19901,12/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"631 S STATE ST
DOVER, DE 19901
(39.151149, -75.522302)"
W SUSSEX BOYS & GIRLS CLUB,310 VIRGINIA AVE,SEAFORD,19973,12/27/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"310 VIRGINIA AVE
SEAFORD, DE 19973
(38.653065, -75.613062)"
DIFEBOS REHOBOTH,12 N FIRST ST,REHOBOTH,19971,12/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"12 N FIRST ST
REHOBOTH, DE 19971
(38.721309, -75.079449)"
CHINA KING,1000 MIDWAY DR  UNIT #8,HARRINGTON,19952,12/12/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 MIDWAY DR UNIT #8
HARRINGTON, DE 19952
(38.925191, -75.565231)"
TASTE OF SOUTH PHILLY,37031 OLD MILL BRIDGE RD,"SELBYVILLE,",19975,12/20/2016,Followup,3-502_11 Variance Requirement Pf,Violation,6-501_111 Controlling Pests Pf ( C),Violation,,,,,,,,,,,,,,,,,,,,,,,"37031 OLD MILL BRIDGE RD
SELBYVILLE,, DE 19975
(38.472434, -75.114651)"
FOOD LION #1426,215 STADIUM STREET,SMYRNA,19977,12/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"215 STADIUM STREET
SMYRNA, DE 19977
(39.280844, -75.591215)"
CHINA TASTE,"121 NORTH MAINSTREET, SUITE 1",CAMDEN,19934,12/28/2016,Routine,5-205_15 System Maintained/Repair P (a),Violation,,,,,,,,,,,,,,,,,,,,,,,,,"121 NORTH MAINSTREET, SUITE 1
CAMDEN, DE 19934
(39.11613, -75.539555)"
CHINA WOK,9577 BRIDGEVILLE CTR UNIT 3,BRIDGEVILLE,19933,12/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"9577 BRIDGEVILLE CTR UNIT 3
BRIDGEVILLE, DE 19933
(38.719749, -75.586853)"
THE LUNCH N BRUNCH,25 WEST LOOCKERMAN STREET,DOVER,19904,12/09/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,,,,,"25 WEST LOOCKERMAN STREET
DOVER, DE 19904
(39.157923, -75.525275)"
GATEWAY FELLOWSHIP,8110 CANNON RD,BRIDGEVILLE,19933,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"8110 CANNON RD
BRIDGEVILLE, DE 19933
(38.697475, -75.610333)"
POPEYE'S,677 N. DUPONT HWY.,DOVER,19901,12/14/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"677 N. DUPONT HWY.
DOVER, DE 19901
(39.178728, -75.526919)"
MODERN MATURITY CENTER,1121 FORREST AVE,DOVER,19904,12/23/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1121 FORREST AVE
DOVER, DE 19904
(39.158746, -75.547371)"
THE PENINSULA CLUBHOUSE,32981 PENINSULA ESPLANDE,MILLSBORO,19966,12/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"32981 PENINSULA ESPLANDE
MILLSBORO, DE 19966
(38.608309, -75.164351)"
KING BUFFET,293 N. DUPONT HWY.,DOVER,19901,12/02/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"293 N. DUPONT HWY.
DOVER, DE 19901
(39.171515, -75.519423)"
CHINATOWN BUFFET,1071 N. DUPONT HWY.,DOVER,19901,12/29/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1071 N. DUPONT HWY.
DOVER, DE 19901
(39.185559, -75.535302)"
Domino's Pizza Centre at Dover,261 N. DuPont Hwy,Dover,19901,12/07/2016,Routine,5-104_12 Alternative Water Supply Pf,Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation,,,,,,,,,,,,,,,,,,,,,,,"261 N. DuPont Hwy
Dover, DE 19901
(39.169976, -75.517897)"
SUSHI BY JAY @ WEIS,17232 N VILLAGE MAIN BLVD,LEWES,19958,12/21/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"17232 N VILLAGE MAIN BLVD
LEWES, DE 19958
(38.751356, -75.168118)"
REHOBOTH DINER,19219 Coastal Hwy,REHOBOTH BEACH,19971,12/21/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"19219 Coastal Hwy
REHOBOTH BEACH, DE 19971
(38.72551, -75.125718)"
GOOD EARTH MARKET,31806 GOOD EARTH LANE,OCEAN VIEW,19970,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"31806 GOOD EARTH LANE
OCEAN VIEW, DE 19970
(38.551796, -75.137497)"
EL COQUI MARKET AND RESTAURANT,7821 BAY ROAD,FREDERICA,19946,12/13/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,4-302_14 Sanitizing Solution Testing Devices Pf,Violation,,,,,,,,,,,,,,,,,,,,,,,"7821 BAY ROAD
FREDERICA, DE 19946
(39.045199, -75.457661)"
MAXIES GRILL,25930 ATLAS ST,MILLSBORO,19966,12/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"25930 ATLAS ST
MILLSBORO, DE 19966
(38.632567, -75.161276)"
